"R_group"	"Substitution count"	"R-group to search for"	"Isostere substitution"	"Reaction (SMARTS)"
"n1ccccc1[*]"	485	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	519	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	438	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	324	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	265	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	4471	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	3640	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	2978	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	2757	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1672	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1385	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1381	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	1183	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1124	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1049	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1045	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	965	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	841	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#7&+&D3](-[#8&-&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#7&+&D3](-[#8&-&D1])=[#8&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	837	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	712	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	655	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D2]#[#7&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D2]#[#7&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	632	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	586	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	498	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	488	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	4471	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	3640	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	2757	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	2978	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	498	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	456	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[*:1]"
"c1cc(C)ccc1[*]"	387	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	364	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	350	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1381	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	965	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	712	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	488	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1183	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	632	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1049	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1045	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	429	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	274	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#17&D1]-[#6]1:[#6]:[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	837	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	586	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-,=,:[#6](-[#6&D4](-[#9&D1])(-[#9&D1])-[#9&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	192	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1cc(C)ccc1[*]"	362	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-[*:1]"
"c1cc(C)ccc1[*]"	1124	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#35&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1cc(C)ccc1[*]"	1385	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"CCC(C)[*]"	691	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"CCC(C)[*]"	408	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-[*:1]"
"CCC(C)[*]"	395	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[*:1]"
"CCC(C)[*]"	345	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"CCC(C)[*]"	250	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-[*:1]"
"CCC(C)[*]"	233	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[#6&D2]-[*:1]"
"CCC(C)[*]"	210	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D2]-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[#6&D2]-[#6&D2]-[#6&D2]-[*:1]"
"CCC(C)[*]"	209	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[#6&D2]-[#6&D2]-[*:1]"
"CCC(C)[*]"	176	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[*:1]"
"CCC(C)[*]"	157	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"CCC(C)[*]"	130	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-1-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-1-[*:1]"
"CCC(C)[*]"	117	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"CCC(C)[*]"	113	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1-[#6]-[#6]-1-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1-[#6]-[#6]-1-[*:1]"
"CCC(C)[*]"	96	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D2]-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[#6&D2]-[#6&D3](-[#6&D2]-[#6&D1])-[*:1]"
"CCC(C)[*]"	91	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#8&D1]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#8&D1]-[#6&D3](-[#6&D1])-[*:1]"
"CCC(C)[*]"	90	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-[*:1]"
"CCC(C)[*]"	81	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6&D1]-[#16&D2]-[#6&D2]-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6&D1]-[#16&D2]-[#6&D2]-[#6&D2]-[*:1]"
"CCC(C)[*]"	76	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#8&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#8&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-[*:1]"
"CCC(C)[*]"	76	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1-[#6]-[#6]-[#6]-1-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]>>[#6]1-[#6]-[#6]-[#6]-1-[*:1]"
